strut_id,junction0_id,junction1_id,junction0_degree,junction1_degree,unit_cell_ids,unit_cell_indices,stage2_classification,expected_by_0point5_cad,primary_defect,secondary_defects,overall_deviation_score,missing_score,broken_score,thin_score,inflated_score,bend_score,sampled_occupancy,sampled_mean_intensity,median_cross_section_radius_um,p10_cross_section_radius_um,radius_cv,median_outside_nominal_fraction,max_centerline_offset_um,rms_centerline_offset_um,bend_curvature_um,longest_low_material_run_stations,valid_station_fraction,confidence,needs_review
2653,1501,1508,2,8,107,"8,2,1",Nominal,False,Inflated,,35711.2890625,1.2456313371658325,0.0,1.4207875728607178,35714.2890625,2.8993139266967773,0.1980615258216858,36079.17578125,153.72262573242188,146.5687713623047,0.051879413425922394,0.0357142873108387,234.28343200683594,220.66586303710938,103.03530883789062,0,1.0,screening,True
2654,1502,1508,1,8,107,"8,2,1",Nominal,False,Inflated,Bent,49997.0,1.653589129447937,0.0,1.8676090240478516,50000.0,3.8905515670776367,0.1664559692144394,35635.6328125,142.85755920410156,131.0950927734375,0.07327412068843842,0.05000000074505806,249.3334197998047,232.14256286621094,120.20091247558594,0,1.0,screening,True
2655,1503,1508,2,8,107,"8,2,1",Nominal,False,Inflated,,35711.2890625,1.3652989864349365,0.0,1.5661356449127197,35714.2890625,1.703123927116394,0.18879055976867676,35929.609375,150.18829345703125,139.04734802246094,0.058829035609960556,0.0357142873108387,237.55343627929688,222.03396606445312,66.91021728515625,0,1.0,nominal_reference_calibrated,False
2656,1499,1509,3,8,107,"8,2,1",Nominal,False,Inflated,Thin,78568.4296875,2.43686842918396,0.0,3.0736238956451416,78571.4296875,2.441911220550537,0.10577328503131866,34480.34765625,113.53167724609375,98.32131958007812,0.07416953146457672,0.07857143133878708,284.2916259765625,270.3094482421875,43.80828094482422,0,1.0,screening,True
2657,1500,1509,2,8,107,"8,2,1",Nominal,False,Inflated,,21425.572265625,1.3544201850891113,0.0,1.4207875728607178,21428.572265625,1.735716700553894,0.18963336944580078,35525.53125,153.72262573242188,142.85755920410156,0.051223669201135635,0.02142857201397419,239.61537170410156,214.58665466308594,49.75294494628906,0,1.0,nominal_reference_calibrated,False
2658,1504,1509,2,8,107,"8,2,1",Nominal,False,Inflated,,14282.71484375,1.5176032781600952,0.0,1.7149869203567505,14285.71484375,1.6469552516937256,0.17699114978313446,35333.5703125,146.5687713623047,142.85755920410156,0.03202157840132713,0.014285714365541935,234.00001525878906,222.8220672607422,33.05141067504883,0,1.0,nominal_reference_calibrated,False
2659,1505,1509,1,8,107,"8,2,1",Nominal,False,Inflated,,71425.578125,2.2192909717559814,0.0,2.6995320320129395,71428.578125,2.4418346881866455,0.12262958288192749,34665.40625,122.62822723388672,113.53167724609375,0.06474090367555618,0.0714285746216774,284.2867736816406,260.43768310546875,41.58415985107422,0,1.0,screening,True
2660,1498,1510,3,8,107,"8,2,1",Nominal,False,Inflated,,135711.296875,0.9736593961715698,0.0,1.0035276412963867,135714.296875,1.8731127977371216,0.21913190186023712,36570.66015625,163.86886596679688,139.04734802246094,0.09835468232631683,0.13571429252624512,248.30751037597656,228.351806640625,77.29536437988281,0,1.0,nominal_reference_calibrated,False
2661,1499,1510,3,8,107,"8,2,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.3442803919315338,0.024633677676320076,0.35861778259277344,39206.48046875,196.64263916015625,179.5093536376953,0.16698025166988373,0.0,101.08769226074219,73.70799255371094,53.25346755981445,0,1.0,nominal_reference_calibrated,False
2662,1503,1510,2,8,107,"8,2,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.5975999236106873,0.36367467045783997,39329.45703125,202.03109741210938,182.4766387939453,0.1368212103843689,0.0,65.07152557373047,27.784019470214844,63.175724029541016,0,1.0,nominal_reference_calibrated,False
2663,1504,1510,2,8,107,"8,2,1",Nominal,False,Inflated,,135711.296875,1.1640397310256958,0.0,1.1396838426589966,135714.296875,2.270057201385498,0.20438264310359955,36314.578125,160.55804443359375,135.12973022460938,0.09767808765172958,0.13571429252624512,273.4195556640625,237.24945068359375,89.7264175415039,0,1.0,nominal_reference_calibrated,False
2664,1508,1506,8,4,107,"8,2,1",Nominal,False,Inflated,,121425.5703125,1.8983639478683472,0.0,2.3513357639312744,121428.5703125,2.27001953125,0.14749263226985931,35433.84375,131.0950927734375,122.62822723388672,0.0726075991988182,0.12142857164144516,273.41717529296875,252.08396911621094,68.965087890625,0,1.0,nominal_reference_calibrated,False
2665,1508,1507,8,8,107,"8,2,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.2311720848083496,1.2816792726516724,0.3455541431903839,38838.3125,193.8922576904297,173.42250061035156,0.1690438985824585,0.0,144.88592529296875,112.41069030761719,75.02216339111328,0,1.0,nominal_reference_calibrated,False
2666,1508,1511,8,4,107,"8,2,1",Nominal,False,Inflated,Bent,28568.4296875,1.50672447681427,0.0,1.8676090240478516,28571.4296875,5.936665058135986,0.17783395946025848,35762.68359375,142.85755920410156,135.12973022460938,0.11040637642145157,0.02857142873108387,235.3804931640625,223.52145385742188,155.63417053222656,0,1.0,screening,True
2667,1508,1510,8,8,107,"8,2,1",Nominal,False,Inflated,Bent,14282.71484375,2.2247302532196045,0.0,2.6995320320129395,14285.71484375,6.553784370422363,0.12220817804336548,34635.375,122.62822723388672,103.6397705078125,0.10676555335521698,0.014285714365541935,267.7810974121094,250.227294921875,166.321044921875,0,1.0,screening,True
2668,1509,1507,8,8,107,"8,2,1",Nominal,False,Broken,Inflated;Bent,3003396.25,3000000.0,3000000.0,2.882976770401001,142857.15625,3.0245327949523926,0.1032448410987854,34628.25,118.16751861572266,73.28438568115234,0.17379239201545715,0.1428571492433548,306.94403076171875,275.4261169433594,105.20376586914062,3,1.0,screening,True
2669,1509,1511,8,4,107,"8,2,1",Nominal,False,Inflated,Thin,42854.14453125,2.344398021697998,0.0,3.0736238956451416,42857.14453125,2.3754477500915527,0.11293721199035645,34474.29296875,113.53167724609375,108.69831085205078,0.07145296782255173,0.04285714402794838,280.0869140625,265.11474609375,79.4936752319336,0,1.0,screening,True
2670,1509,1506,8,4,107,"8,2,1",Nominal,False,Inflated,,7139.857421875,0.0,0.0,0.36031895875930786,7142.857421875,1.0220131874084473,0.30762746930122375,38086.0,179.5093536376953,173.42250061035156,0.166097030043602,0.0071428571827709675,189.8795623779297,138.82008361816406,70.52543640136719,0,1.0,nominal_reference_calibrated,False
2671,1510,1507,8,8,107,"8,2,1",Nominal,False,Inflated,Bent,57139.859375,1.2129946947097778,0.0,1.4207875728607178,57142.859375,3.6944141387939453,0.20058996975421906,36124.84765625,153.72262573242188,142.85755920410156,0.11212141066789627,0.05714285746216774,235.37918090820312,220.0668182373047,116.80433654785156,0,1.0,screening,True
2672,1510,1509,8,8,107,"8,2,1",Nominal,False,Inflated,,35711.2890625,1.1586003303527832,0.0,1.5661356449127197,35714.2890625,1.7357999086380005,0.20480404794216156,36189.01953125,150.18829345703125,146.5687713623047,0.16746653616428375,0.0357142873108387,239.62063598632812,219.16358947753906,77.66230773925781,0,1.0,nominal_reference_calibrated,False
2673,1510,1506,8,4,107,"8,2,1",Nominal,False,Inflated,,64282.71875,1.8548485040664673,0.0,2.185412883758545,64285.71875,2.078155994415283,0.1508638858795166,35467.32421875,135.12973022460938,126.9322738647461,0.07536119967699051,0.06428571790456772,261.27923583984375,246.7301025390625,88.60435485839844,0,1.0,nominal_reference_calibrated,False
2674,1511,1506,4,4,107,"8,2,1",Nominal,False,Inflated,,35711.2890625,0.9736593961715698,0.0,1.1396838426589966,35714.2890625,2.6000986099243164,0.21913190186023712,36493.33203125,160.55804443359375,153.72262573242188,0.07727351039648056,0.0357142873108387,224.76641845703125,206.74508666992188,97.85369110107422,0,1.0,screening,True
2675,1511,1507,4,8,107,"8,2,1",Nominal,False,Inflated,,71425.578125,1.7406202554702759,0.0,2.185412883758545,71428.578125,2.1029160022735596,0.15971344709396362,35713.29296875,135.12973022460938,131.0950927734375,0.09600687772035599,0.0714285746216774,262.84564208984375,243.71694946289062,71.92205047607422,0,1.0,nominal_reference_calibrated,False
2676,1512,1521,3,8,108,"0,3,1",Nominal,False,Nominal,,0.0,1.0389325618743896,0.0,1.1396838426589966,0.0,0.8518481254577637,0.2140750139951706,36868.6953125,160.55804443359375,153.72262573242188,0.04210944473743439,0.0,183.6988525390625,156.8906707763672,37.63365936279297,0,1.0,nominal_reference_calibrated,False
2677,1513,1521,2,8,108,"0,3,1",Nominal,False,Nominal,,0.0,1.6372709274291992,0.0,1.8676090240478516,0.0,0.5858386158943176,0.16772018373012543,36197.6015625,142.85755920410156,135.12973022460938,0.06425158679485321,0.0,166.8701934814453,152.84767150878906,43.0661506652832,0,1.0,nominal_reference_calibrated,False
2678,1514,1521,1,8,108,"0,3,1",Nominal,False,Nominal,,0.0,1.3000258207321167,0.0,1.5661356449127197,0.0,0.7917175889015198,0.1938474476337433,36645.53515625,150.18829345703125,146.5687713623047,0.03859312832355499,0.0,179.89479064941406,166.46115112304688,50.94108581542969,0,1.0,nominal_reference_calibrated,False
2679,1515,1521,2,8,108,"0,3,1",Nominal,False,Nominal,,0.0,1.3054652214050293,0.0,1.4207875728607178,0.0,0.4090034067630768,0.19342604279518127,36691.1640625,153.72262573242188,139.04734802246094,0.07068067789077759,0.0,155.68299865722656,138.15121459960938,49.981571197509766,0,1.0,nominal_reference_calibrated,False
2680,1512,1522,3,8,108,"0,3,1",Nominal,False,Nominal,,0.0,1.2619497776031494,0.0,1.4207875728607178,0.0,1.371895670890808,0.19679729640483856,36244.6875,153.72262573242188,139.04734802246094,0.07177677005529404,0.0,216.59881591796875,191.5428924560547,48.58326721191406,0,1.0,nominal_reference_calibrated,False
2681,1515,1522,2,8,108,"0,3,1",Nominal,False,Nominal,,0.0,1.1749186515808105,0.0,1.4207875728607178,0.0,0.33819636702537537,0.20353981852531433,36513.4453125,153.72262573242188,150.18829345703125,0.06417546421289444,0.0,151.20350646972656,110.00838470458984,43.43468475341797,0,1.0,nominal_reference_calibrated,False
2682,1516,1522,1,8,108,"0,3,1",Nominal,False,Nominal,,0.0,1.414254069328308,0.0,1.7149869203567505,0.0,1.2574502229690552,0.18499788641929626,35909.4140625,146.5687713623047,142.85755920410156,0.04494662210345268,0.0,209.35861206054688,191.4553985595703,45.853004455566406,0,1.0,nominal_reference_calibrated,False
2683,1517,1522,2,8,108,"0,3,1",Nominal,False,Nominal,,0.0,0.8975073099136353,0.0,1.0035276412963867,0.0,0.0,0.22503159940242767,36851.51171875,163.86886596679688,153.72262573242188,0.055595993995666504,0.0,98.0600814819336,75.2982177734375,50.55698776245117,0,1.0,nominal_reference_calibrated,False
2684,1512,1524,3,8,108,"0,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.0,0.3329119384288788,38734.4375,202.03109741210938,179.5093536376953,0.09057191759347916,0.0,121.26441955566406,80.45150756835938,37.8121337890625,0,1.0,nominal_reference_calibrated,False
2685,1513,1524,2,8,108,"0,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,0.41639506816864014,0.3501896262168884,39048.13671875,199.35507202148438,191.102294921875,0.07135581225156784,0.0,156.15061950683594,143.3688201904297,37.60559844970703,0,1.0,nominal_reference_calibrated,False
2686,1517,1524,2,8,108,"0,3,1",Nominal,False,Nominal,,0.0,0.14686469733715057,0.0,0.0,0.0,1.081716775894165,0.28318583965301514,37589.4765625,188.27099609375,167.11410522460938,0.07407255470752716,0.0,198.24111938476562,172.06063842773438,48.20159912109375,0,1.0,nominal_reference_calibrated,False
2687,1518,1524,1,8,108,"0,3,1",Nominal,False,Nominal,,0.0,0.560262143611908,0.0,0.7391520142555237,0.0,1.223708987236023,0.25115886330604553,37248.6484375,170.29751586914062,150.18829345703125,0.10307663679122925,0.0,207.22402954101562,130.91619873046875,59.31074523925781,0,1.0,nominal_reference_calibrated,False
2688,1522,1520,8,4,108,"0,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.11643600463867188,0.7454943060874939,0.30425623059272766,37988.01171875,191.102294921875,176.49217224121094,0.08181021362543106,0.0,158.020263671875,126.38514709472656,65.73686218261719,0,1.0,nominal_reference_calibrated,False
2689,1522,1521,8,8,108,"0,3,1",Nominal,False,Inflated,Bent,35711.2890625,0.9301439523696899,0.0,0.8700684905052185,35714.2890625,9.77003288269043,0.2225031554698944,36709.58984375,167.11410522460938,113.53167724609375,0.1953962743282318,0.0357142873108387,266.7759094238281,210.08294677734375,222.0179443359375,0,1.0,screening,True
2690,1522,1525,8,4,108,"0,3,1",Nominal,False,Nominal,,0.0,1.2891467809677124,0.0,1.4207875728607178,0.0,1.1179542541503906,0.1946902722120285,36101.61328125,153.72262573242188,142.85755920410156,0.04624827206134796,0.0,200.53363037109375,167.8867950439453,50.19818115234375,0,1.0,nominal_reference_calibrated,False
2691,1522,1524,8,8,108,"0,3,1",Nominal,False,Nominal,,0.0,1.5883159637451172,0.0,1.8676090240478516,0.0,0.5676925778388977,0.17151285707950592,35841.5625,142.85755920410156,135.12973022460938,0.06899168342351913,0.0,165.7222137451172,150.9998321533203,55.34207534790039,0,1.0,nominal_reference_calibrated,False
2692,1523,1521,4,8,108,"0,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.676438570022583,0.35482510924339294,38928.8515625,202.03109741210938,199.35507202148438,0.04849253222346306,0.0,139.4208984375,89.86384582519531,64.54100036621094,0,1.0,nominal_reference_calibrated,False
2693,1523,1525,4,4,108,"0,3,1",Nominal,False,Nominal,,0.0,1.920121669769287,0.0,2.185412883758545,0.0,1.0827265977859497,0.14580699801445007,35556.75390625,135.12973022460938,122.62822723388672,0.08010627329349518,0.0,198.3050079345703,167.81187438964844,46.01361083984375,0,1.0,nominal_reference_calibrated,False
2694,1523,1520,4,4,108,"0,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.0,0.6143466234207153,0.31184154748916626,38147.87890625,188.27099609375,179.5093536376953,0.06800975650548935,0.0,168.6737060546875,154.9742889404297,37.338069915771484,0,1.0,nominal_reference_calibrated,False
2695,1524,1521,8,8,108,"0,3,1",Nominal,False,Nominal,,0.0,0.45147326588630676,0.0,0.48439931869506836,0.0,0.2301623523235321,0.25958701968193054,37777.625,176.49217224121094,167.11410522460938,0.04780764505267143,0.0,117.50800323486328,94.29879760742188,56.812679290771484,0,1.0,nominal_reference_calibrated,False
2696,1524,1523,8,4,108,"0,3,1",Nominal,False,Nominal,,0.0,1.414254069328308,0.0,1.7149869203567505,0.0,1.027944564819336,0.18499788641929626,35860.80859375,146.5687713623047,139.04734802246094,0.058465227484703064,0.0,194.8393096923828,169.19940185546875,39.50392532348633,0,1.0,nominal_reference_calibrated,False
2697,1524,1520,8,4,108,"0,3,1",Nominal,False,Nominal,,0.0,1.0606904029846191,0.0,1.1396838426589966,0.0,0.6057263612747192,0.21238937973976135,36623.9296875,160.55804443359375,150.18829345703125,0.04515519365668297,0.0,168.12835693359375,148.3241424560547,30.291166305541992,0,1.0,nominal_reference_calibrated,False
2698,1525,1520,4,4,108,"0,3,1",Nominal,False,Nominal,,0.0,0.7615212798118591,0.0,0.7391520142555237,0.0,0.0,0.23556679487228394,37320.44140625,170.29751586914062,157.177490234375,0.0534614697098732,0.0,117.3812026977539,90.45742797851562,50.37334442138672,0,1.0,nominal_reference_calibrated,False
2699,1525,1521,4,8,108,"0,3,1",Nominal,False,Nominal,,0.0,0.9954171776771545,0.0,1.1396838426589966,0.0,0.8699808716773987,0.21744626760482788,36762.9296875,160.55804443359375,150.18829345703125,0.06863679736852646,0.0,184.8459930419922,168.75701904296875,62.7010612487793,0,1.0,nominal_reference_calibrated,False
2700,1526,1535,3,8,109,"1,3,1",Nominal,False,Nominal,,0.0,1.4849666357040405,0.0,1.7149869203567505,0.0,0.7965812683105469,0.17951959371566772,36166.296875,146.5687713623047,135.12973022460938,0.07003536075353622,0.0,180.20248413085938,169.54425048828125,43.73219680786133,0,1.0,nominal_reference_calibrated,False
2701,1527,1535,2,8,109,"1,3,1",Nominal,False,Nominal,,0.0,1.9473189115524292,0.0,2.3513357639312744,0.0,0.990289032459259,0.14369995892047882,35459.515625,131.0950927734375,113.53167724609375,0.08853833377361298,0.0,192.45709228515625,176.0982666015625,52.46257019042969,0,1.0,nominal_reference_calibrated,False
2702,1528,1535,1,8,109,"1,3,1",Nominal,False,Nominal,,0.0,1.4088144302368164,0.0,1.5661356449127197,0.0,1.0518158674240112,0.18541930615901947,35970.796875,150.18829345703125,142.85755920410156,0.039184290915727615,0.0,196.3494873046875,178.70872497558594,44.26010513305664,0,1.0,nominal_reference_calibrated,False
2703,1529,1535,2,8,109,"1,3,1",Nominal,False,Nominal,,0.0,1.7514991760253906,0.0,2.0243024826049805,0.0,1.0088924169540405,0.1588706225156784,35829.8359375,139.04734802246094,113.53167724609375,0.11429693549871445,0.0,193.63400268554688,169.80601501464844,58.979000091552734,0,1.0,nominal_reference_calibrated,False
2704,1526,1536,3,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.8703101277351379,0.0,0.8700684905052185,0.0,0.7413177490234375,0.22713863849639893,36924.1875,167.11410522460938,157.177490234375,0.04269983991980553,0.0,176.70632934570312,155.9823760986328,50.618988037109375,0,1.0,nominal_reference_calibrated,False
2705,1529,1536,2,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.7234452366828918,0.0,0.7391520142555237,0.0,0.0,0.2385166436433792,37245.22265625,170.29751586914062,163.86886596679688,0.04054752737283707,0.0,124.54718017578125,106.26386260986328,35.134193420410156,0,1.0,nominal_reference_calibrated,False
2706,1530,1536,1,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.8757495284080505,0.0,1.0035276412963867,0.0,0.612672746181488,0.22671723365783691,36909.99609375,163.86886596679688,157.177490234375,0.043361324816942215,0.0,155.87501525878906,129.52435302734375,63.436744689941406,0,1.0,nominal_reference_calibrated,False
2707,1531,1536,2,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.8594310879707336,0.0,0.8700684905052185,0.0,0.0,0.22798146307468414,37184.15625,167.11410522460938,153.72262573242188,0.059010349214076996,0.0,113.31034851074219,90.15441131591797,45.697731018066406,0,1.0,nominal_reference_calibrated,False
2708,1526,1538,3,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.1251901537179947,0.33080488443374634,38572.7265625,202.03109741210938,179.5093536376953,0.07984337955713272,0.0,137.72801208496094,110.83047485351562,41.362091064453125,0,1.0,nominal_reference_calibrated,False
2709,1527,1538,2,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.11643600463867188,0.27770426869392395,0.3059418499469757,38310.046875,191.102294921875,176.49217224121094,0.0752781331539154,0.0,147.37657165527344,125.43922424316406,49.801692962646484,0,1.0,nominal_reference_calibrated,False
2710,1531,1538,2,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,1.9816555976867676,0.3371259868144989,38953.48046875,199.35507202148438,185.39645385742188,0.06769315153360367,0.0,131.77735900878906,111.54358673095703,87.1438980102539,0,1.0,nominal_reference_calibrated,False
2711,1532,1538,1,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.2311720848083496,0.4525967836380005,0.3097345232963562,38175.33203125,193.8922576904297,176.49217224121094,0.06272514164447784,0.0,129.46266174316406,106.26506042480469,60.66465377807617,0,1.0,nominal_reference_calibrated,False
2712,1536,1534,8,4,109,"1,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,1.4931889772415161,0.31184154748916626,38373.25390625,199.35507202148438,167.11410522460938,0.08718319237232208,0.0,158.15194702148438,106.42768859863281,78.68495178222656,0,1.0,nominal_reference_calibrated,False
2713,1536,1535,8,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.2311720848083496,1.604670524597168,0.3185840845108032,38351.71484375,193.8922576904297,170.29751586914062,0.08078227192163467,0.0,174.48040771484375,139.271484375,80.61551666259766,0,1.0,nominal_reference_calibrated,False
2714,1536,1539,8,4,109,"1,3,1",Nominal,False,Nominal,,0.0,1.4360116720199585,0.0,1.5661356449127197,0.0,0.8613442182540894,0.18331226706504822,35804.53125,150.18829345703125,135.12973022460938,0.05630088597536087,0.0,184.2996063232422,169.50973510742188,50.19202423095703,0,1.0,nominal_reference_calibrated,False
2715,1536,1538,8,8,109,"1,3,1",Nominal,False,Nominal,,0.0,1.9527583122253418,0.0,2.3513357639312744,0.0,0.9999100565910339,0.1432785540819168,35438.89453125,131.0950927734375,118.16751861572266,0.07515029609203339,0.0,193.0657501220703,170.0041961669922,62.386348724365234,0,1.0,nominal_reference_calibrated,False
2716,1537,1535,4,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.11643600463867188,0.8399381637573242,0.3021491765975952,37939.7890625,191.102294921875,167.11410522460938,0.0850585326552391,0.0,182.9453887939453,138.9771270751953,55.28427505493164,0,1.0,nominal_reference_calibrated,False
2717,1537,1539,4,4,109,"1,3,1",Nominal,False,Nominal,,0.0,2.1648964881896973,0.0,2.5225298404693604,0.0,1.2866188287734985,0.12684366106987,35097.2421875,126.9322738647461,118.16751861572266,0.054340608417987823,0.0,211.20391845703125,193.81463623046875,43.53178405761719,0,1.0,screening,True
2718,1537,1534,4,4,109,"1,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.674490749835968,0.29335710406303406,0.3442899286746979,38851.046875,204.67214965820312,182.4766387939453,0.08027037978172302,0.0,148.3668212890625,117.55699157714844,45.95762634277344,0,1.0,nominal_reference_calibrated,False
2719,1538,1535,8,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.4895494878292084,0.0,0.48439931869506836,0.0,0.43940696120262146,0.2566371560096741,37461.16015625,176.49217224121094,170.29751586914062,0.03526509925723076,0.0,157.60643005371094,138.99562072753906,36.30533981323242,0,1.0,nominal_reference_calibrated,False
2720,1538,1537,8,4,109,"1,3,1",Nominal,False,Nominal,,0.0,1.387056827545166,0.0,1.5661356449127197,0.0,1.0827451944351196,0.18710492551326752,35756.25390625,150.18829345703125,142.85755920410156,0.048330992460250854,0.0,198.30618286132812,182.10108947753906,37.37968063354492,0,1.0,nominal_reference_calibrated,False
2721,1538,1534,8,4,109,"1,3,1",Nominal,False,Nominal,,0.0,0.8648707270622253,0.0,1.0035276412963867,0.0,0.45520007610321045,0.22756004333496094,37071.75390625,163.86886596679688,157.177490234375,0.04648934677243233,0.0,155.43515014648438,132.64430236816406,60.70973587036133,0,1.0,nominal_reference_calibrated,False
2722,1539,1534,4,4,109,"1,3,1",Nominal,False,Nominal,,0.0,0.7832790613174438,0.0,0.8700684905052185,0.0,0.14271534979343414,0.2338811606168747,37354.328125,167.11410522460938,157.177490234375,0.06076492369174957,0.0,138.8367156982422,112.45951080322266,41.069637298583984,0,1.0,nominal_reference_calibrated,False
2723,1539,1535,4,8,109,"1,3,1",Nominal,False,Nominal,,0.0,0.9192649722099304,0.0,1.0035276412963867,0.0,0.6206510066986084,0.22334598004817963,36929.17578125,163.86886596679688,153.72262573242188,0.0560162253677845,0.0,169.07254028320312,146.92710876464844,44.09617233276367,0,1.0,nominal_reference_calibrated,False
2724,1540,1549,3,8,110,"2,3,1",Nominal,False,Nominal,,0.0,1.5012848377227783,0.0,1.5661356449127197,0.0,1.240298867225647,0.1782553791999817,35725.73828125,150.18829345703125,139.04734802246094,0.04435931518673897,0.0,208.2735595703125,197.07110595703125,34.27546691894531,0,1.0,nominal_reference_calibrated,False
2725,1541,1549,2,8,110,"2,3,1",Nominal,False,Nominal,,0.0,1.8657273054122925,0.0,2.185412883758545,0.0,1.2988797426223755,0.15002107620239258,35389.2578125,135.12973022460938,122.62822723388672,0.05878106504678726,0.0,211.97958374023438,201.3212432861328,58.7693977355957,0,1.0,nominal_reference_calibrated,False
2726,1542,1549,1,8,110,"2,3,1",Nominal,False,Nominal,,0.0,1.626392126083374,0.0,1.8676090240478516,0.0,1.5135202407836914,0.16856299340724945,35459.4921875,142.85755920410156,135.12973022460938,0.04163537546992302,0.0,225.5584716796875,214.84222412109375,42.522560119628906,0,1.0,nominal_reference_calibrated,False
2727,1543,1549,2,8,110,"2,3,1",Nominal,False,Nominal,,0.0,2.154017686843872,0.0,2.5225298404693604,0.0,1.334556221961975,0.12768647074699402,35199.0859375,126.9322738647461,113.53167724609375,0.06654740869998932,0.0,214.23660278320312,191.2628631591797,54.32077407836914,0,1.0,screening,True
2728,1540,1550,3,8,110,"2,3,1",Nominal,False,Nominal,,0.0,0.794157862663269,0.0,1.0035276412963867,0.0,0.29137471318244934,0.23303835093975067,37137.234375,163.86886596679688,157.177490234375,0.09509110450744629,0.0,148.2414093017578,128.2979736328125,36.16642761230469,0,1.0,nominal_reference_calibrated,False
2729,1543,1550,2,8,110,"2,3,1",Nominal,False,Nominal,,0.0,0.9410227537155151,0.0,1.0035276412963867,0.0,0.6027589440345764,0.22166034579277039,36866.453125,163.86886596679688,157.177490234375,0.04444015771150589,0.0,167.9406280517578,149.20458984375,34.44297790527344,0,1.0,nominal_reference_calibrated,False
2730,1544,1550,1,8,110,"2,3,1",Nominal,False,Nominal,,0.0,0.8648707270622253,0.0,1.0035276412963867,0.0,0.22806304693222046,0.22756004333496094,37111.08984375,163.86886596679688,153.72262573242188,0.061336126178503036,0.0,144.23609924316406,123.62950897216797,39.950706481933594,0,1.0,nominal_reference_calibrated,False
2731,1545,1550,2,8,110,"2,3,1",Nominal,False,Nominal,,0.0,0.7016873955726624,0.0,0.7391520142555237,0.0,0.463763028383255,0.24020227789878845,36997.66796875,170.29751586914062,160.55804443359375,0.040972962975502014,0.0,159.14727783203125,142.74688720703125,47.87420654296875,0,1.0,nominal_reference_calibrated,False
2732,1540,1552,3,8,110,"2,3,1",Nominal,False,Inflated,,42854.14453125,0.0,0.0,0.0,42857.14453125,0.739399790763855,0.36241045594215393,38900.3984375,212.39833068847656,199.35507202148438,0.042934056371450424,0.04285714402794838,176.58499145507812,157.63992309570312,45.91943359375,0,1.0,nominal_reference_calibrated,False
2733,1541,1552,2,8,110,"2,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.887614369392395,0.21932841837406158,0.36325326561927795,39057.7421875,209.8545379638672,193.8922576904297,0.05856948718428612,0.0,143.6835174560547,126.14327239990234,39.56752014160156,0,1.0,nominal_reference_calibrated,False
2734,1545,1552,2,8,110,"2,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,0.20324218273162842,0.3320690989494324,38626.390625,199.35507202148438,191.102294921875,0.04314707964658737,0.0,142.6658477783203,123.20781707763672,42.30327224731445,0,1.0,nominal_reference_calibrated,False
2735,1546,1552,1,8,110,"2,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.6351919174194336,0.33459755778312683,38281.00390625,202.03109741210938,185.39645385742188,0.06549188494682312,0.0,169.99244689941406,148.99415588378906,52.07174301147461,0,1.0,nominal_reference_calibrated,False
2736,1550,1548,8,4,110,"2,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.5658785700798035,0.20211653411388397,0.3404972553253174,38640.02734375,202.03109741210938,193.8922576904297,0.04310750216245651,0.0,142.59463500976562,112.07600402832031,49.52273941040039,0,1.0,nominal_reference_calibrated,False
2737,1550,1549,8,8,110,"2,3,1",Nominal,False,Nominal,,0.0,0.0,0.0,0.0,0.45582810044288635,0.5448468923568726,0.33122628927230835,38630.4140625,199.35507202148438,191.102294921875,0.04472518339753151,0.0,164.27691650390625,132.57968139648438,46.64912796020508,0,1.0,nominal_reference_calibrated,False
