strut_id,unit_cell_indices,baseline_classification,candidate_classification,baseline_occupancy,candidate_occupancy,occupancy_change
15645,"8,6,7",Missing_Unintentional,Nominal,0.04258614033460617,0.2539682686328888,0.21138212084770203
16107,"8,8,7",Missing_Unintentional,Nominal,0.0,0.21138212084770203,0.21138212084770203
16364,"8,0,8",Missing_Unintentional,Nominal,0.008517228066921234,0.22106078267097473,0.2125435471534729
16365,"8,0,8",Missing_Unintentional,Nominal,0.02593883126974106,0.25241968035697937,0.22648084163665771
16366,"8,0,8",Missing_Unintentional,Nominal,0.022454509511590004,0.22725513577461243,0.20480062067508698
16367,"8,0,8",Missing_Unintentional,Nominal,0.003484320593997836,0.17963607609272003,0.17615175247192383
16616,"8,1,8",Missing_Unintentional,Nominal,0.030971737578511238,0.2586140036582947,0.2276422679424286
16620,"8,1,8",Missing_Unintentional,Nominal,0.006968641187995672,0.22183507680892944,0.21486642956733704
16621,"8,1,8",Missing_Unintentional,Nominal,0.03213317692279816,0.24661245942115784,0.21447928249835968
16622,"8,1,8",Missing_Unintentional,Nominal,0.014324428513646126,0.2160278707742691,0.20170344412326813
16876,"8,2,8",Missing_Unintentional,Nominal,0.016260161995887756,0.20441347360610962,0.18815331161022186
16879,"8,2,8",Missing_Unintentional,Nominal,0.004258614033460617,0.18660472333431244,0.18234610557556152
16895,"8,2,8",Missing_Unintentional,Nominal,0.027487417683005333,0.2373209446668625,0.2098335325717926
17133,"8,3,8",Missing_Unintentional,Nominal,0.005807200912386179,0.24196670949459076,0.23615950345993042
17135,"8,3,8",Missing_Unintentional,Nominal,0.0003871467197313905,0.21989934146404266,0.2195121943950653
17149,"8,3,8",Missing_Unintentional,Nominal,0.03677893802523613,0.26403406262397766,0.22725512087345123
17388,"8,4,8",Missing_Unintentional,Nominal,0.0,0.19086334109306335,0.19086334109306335
17389,"8,4,8",Missing_Unintentional,Nominal,0.013550135307013988,0.21447928249835968,0.20092914998531342
17390,"8,4,8",Missing_Unintentional,Nominal,0.002322880318388343,0.1800232231616974,0.17770034074783325
17391,"8,4,8",Missing_Unintentional,Nominal,0.0,0.1718931496143341,0.1718931496143341
17644,"8,5,8",Missing_Unintentional,Nominal,0.0,0.17228029668331146,0.17228029668331146
17645,"8,5,8",Missing_Unintentional,Nominal,0.01084010861814022,0.21564072370529175,0.20480062067508698
17646,"8,5,8",Missing_Unintentional,Nominal,0.002710027154535055,0.17344173789024353,0.17073170840740204
17647,"8,5,8",Missing_Unintentional,Nominal,0.0,0.15292295813560486,0.15292295813560486
17900,"8,6,8",Missing_Unintentional,Nominal,0.017421603202819824,0.225706547498703,0.20828494429588318
17902,"8,6,8",Missing_Unintentional,Nominal,0.024390242993831635,0.16724738478660583,0.1428571343421936
17903,"8,6,8",Missing_Unintentional,Nominal,0.02168021723628044,0.1835075467824936,0.16182732582092285
18159,"8,7,8",Missing_Unintentional,Nominal,0.035230353474617004,0.18234610557556152,0.14711575210094452
18445,"8,8,8",Missing_Unintentional,Nominal,0.003484320593997836,0.13085559010505676,0.12737126648426056
18447,"8,8,8",Missing_Unintentional,Nominal,0.0003871467197313905,0.14711575210094452,0.14672860503196716
