strut_id,junction0_id,junction1_id,napari_layer,napari_color_hex,napari_color_rgba_json,coordinate_order,start_z_vox,start_y_vox,start_x_vox,end_z_vox,end_y_vox,end_x_vox,direction_z_vox,direction_y_vox,direction_x_vox,center_z_vox,center_y_vox,center_x_vox,length_vox,length_um_from_centerline,start_z_um,start_y_um,start_x_um,end_z_um,end_y_um,end_x_um,direction_z_um,direction_y_um,direction_x_um,center_z_um,center_y_um,center_x_um,bbox_margin_vox,bbox_z_min_inclusive,bbox_y_min_inclusive,bbox_x_min_inclusive,bbox_z_max_exclusive,bbox_y_max_exclusive,bbox_x_max_exclusive,napari_vector_zyx_json,napari_line_zyx_json,inventory_junction0_id,inventory_junction1_id,inventory_junction0_degree,inventory_junction1_degree,inventory_unit_cell_ids,inventory_unit_cell_indices,inventory_classification,inventory_expected_by_0point5_cad,inventory_ct_material_occupancy,inventory_mean_intensity,inventory_length_um,inventory_trimmed_length_um,inventory_longest_gap_um,inventory_estimated_missing_volume_mm3,inventory_nominal_sampled_volume_mm3,inventory_centroid_x_um,inventory_centroid_y_um,inventory_centroid_z_um,inventory_aspect_ratio,inventory_sphericity,inventory_voxel_size_um
4903,2768,2770,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.663803,324.621376,690.038564,223.805771,285.020771,728.982364,0.141968,-39.600605,38.943799,223.734787,304.821074,709.510464,55.541404,3226.400146,12992.630322,18857.255728,40084.340206,13000.87723,16556.856608,42346.585502,8.246908,-2300.39912,2262.245296,12996.753776,17707.056168,41215.462854,10.0,213,275,680,235,336,740,"[[223.663803, 324.621376, 690.038564], [0.141968, -39.600605, 38.943799]]","[[223.663803, 324.621376, 690.038564], [223.805771, 285.020771, 728.982364]]",2768,2770,8,8,197,"8,3,2",Nominal,False,0.19976770877838135,35485.97265625,3226.3988708496095,1935.83935546875,0.0,0.591208279132843,0.738795816898346,41215.46483154297,17707.056272277834,12996.75377609253,0.0,1.0,58.09
4904,2769,2767,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.729248,324.080344,768.448861,184.207886,324.32337,729.397591,-39.521362,0.243026,-39.05127,203.968567,324.201857,748.923226,55.560767,3227.524954,12996.432019,18825.827172,44639.194329,10700.636083,18839.944538,42370.706055,-2295.795936,14.117366,-2268.488274,11848.534051,18832.885855,43504.950192,10.0,174,314,719,235,336,780,"[[223.729248, 324.080344, 768.448861], [-39.521362, 0.243026, -39.05127]]","[[223.729248, 324.080344, 768.448861], [184.207886, 324.32337, 729.397591]]",2769,2767,8,8,197,"8,3,2",Nominal,False,0.15098722279071808,35291.27734375,3227.5250205230714,1936.51513671875,0.0,0.6274661421775818,0.7390537858009338,43504.949720458986,18832.88507507324,11848.534050903321,0.0,1.0,58.09
4905,2769,2771,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.729248,324.080344,768.448861,223.58728,363.680948,729.505122,-0.141968,39.600604,-38.943739,223.658264,343.880646,748.976992,55.541361,3226.397673,12996.432019,18825.827172,44639.194329,12988.185111,21126.226286,42376.952553,-8.246908,2300.399113,-2262.241776,12992.308565,19976.026729,43508.073441,10.0,213,314,719,235,375,780,"[[223.729248, 324.080344, 768.448861], [-0.141968, 39.600604, -38.943739]]","[[223.729248, 324.080344, 768.448861], [223.58728, 363.680948, 729.505122]]",2769,2771,8,4,197,"8,3,2",Nominal,False,0.1331784725189209,34682.9765625,3226.3964332962037,1935.8380126953125,0.0,0.640403687953949,0.7387953400611877,43508.073334350585,19976.02671173096,12992.308565063477,0.0,1.0,58.09
4906,2769,2766,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.729248,324.080344,768.448861,263.185181,324.37835,729.089834,39.455933,0.298006,-39.359027,243.457214,324.229347,748.769348,55.731431,3237.438825,12996.432019,18825.827172,44639.194329,15288.427145,18843.13836,42352.828477,2291.995126,17.311187,-2286.365852,14142.429582,18834.482766,43496.011403,10.0,213,314,719,275,336,780,"[[223.729248, 324.080344, 768.448861], [39.455933, 0.298006, -39.359027]]","[[223.729248, 324.080344, 768.448861], [263.185181, 324.37835, 729.089834]]",2769,2766,8,4,197,"8,3,2",Nominal,False,0.4111498296260834,40024.6328125,3237.438107032776,1942.4630126953125,0.0,0.4365285634994507,0.741323709487915,43496.01143371582,18834.484110107423,14142.42958190918,0.0,1.0,58.09
4907,2770,2767,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.805771,285.020771,728.982364,184.207886,324.32337,729.397591,-39.597885,39.302598,0.415227,204.006828,304.67207,729.189977,55.793003,3241.015525,13000.87723,16556.856608,42346.585502,10700.636083,18839.944538,42370.706055,-2300.241147,2283.087931,24.120554,11850.756656,17698.400573,42358.645779,10.0,174,275,718,235,336,741,"[[223.805771, 285.020771, 728.982364], [-39.597885, 39.302598, 0.415227]]","[[223.805771, 285.020771, 728.982364], [184.207886, 324.32337, 729.397591]]",2770,2767,8,8,197,"8,3,2",Nominal,False,0.20518776774406433,36044.69140625,3241.014884262085,1944.6090087890625,0.0,0.5898640751838684,0.7421427369117737,42358.643696289066,17698.39985534668,11850.757099609376,0.0,1.0,58.09
4908,2770,2769,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.805771,285.020771,728.982364,223.729248,324.080344,768.448861,-0.076523,39.059572,39.466497,223.767509,304.550558,748.715612,55.527115,3225.570092,13000.87723,16556.856608,42346.585502,12996.432019,18825.827172,44639.194329,-4.445211,2268.970565,2292.608827,12998.654625,17691.34189,43492.889915,10.0,213,275,718,235,336,780,"[[223.805771, 285.020771, 728.982364], [-0.076523, 39.059572, 39.466497]]","[[223.805771, 285.020771, 728.982364], [223.729248, 324.080344, 768.448861]]",2770,2769,8,8,197,"8,3,2",Nominal,False,0.21138212084770203,36248.11328125,3225.5696595001223,1935.341796875,0.0,0.582477867603302,0.7386059761047363,43492.887819824224,17691.34247344971,12998.655067749025,0.0,1.0,58.09
4909,2770,2766,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.805771,285.020771,728.982364,263.185181,324.37835,729.089834,39.37941,39.357579,0.107471,243.495476,304.699561,729.036099,55.675564,3234.193537,13000.87723,16556.856608,42346.585502,15288.427145,18843.13836,42352.828477,2287.549915,2286.281752,6.242975,14144.652187,17699.997484,42349.706989,10.0,213,275,718,275,336,741,"[[223.805771, 285.020771, 728.982364], [39.37941, 39.357579, 0.107471]]","[[223.805771, 285.020771, 728.982364], [263.185181, 324.37835, 729.089834]]",2770,2766,8,4,197,"8,3,2",Nominal,False,0.17615176737308502,35669.5546875,3234.1932802581787,1940.51611328125,0.0,0.6101260781288147,0.740580677986145,42349.70895507813,17699.99889038086,14144.652630615235,0.0,1.0,58.09
4910,2771,2766,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.58728,363.680948,729.505122,263.185181,324.37835,729.089834,39.5979,-39.302598,-0.415288,243.38623,344.029649,729.297478,55.793014,3241.016178,12988.185111,21126.226286,42376.952553,15288.427145,18843.13836,42352.828477,2300.242034,-2283.087926,-24.124076,14138.306128,19984.682323,42364.890515,10.0,213,314,719,275,375,741,"[[223.58728, 363.680948, 729.505122], [39.5979, -39.302598, -0.415288]]","[[223.58728, 363.680948, 729.505122], [263.185181, 324.37835, 729.089834]]",2771,2766,4,4,197,"8,3,2",Nominal,False,0.21680216491222382,36051.953125,3241.0155490493776,1944.609375,0.0,0.5812446475028992,0.7421428561210632,42364.89092407227,19984.68312866211,14138.306127929689,0.0,1.0,58.09
4911,2771,2767,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.58728,363.680948,729.505122,184.207886,324.32337,729.397591,-39.379395,-39.357579,-0.107531,203.897583,344.002159,729.451357,55.675554,3234.192914,12988.185111,21126.226286,42376.952553,10700.636083,18839.944538,42370.706055,-2287.549028,-2286.281747,-6.246498,11844.410597,19983.085412,42373.829304,10.0,174,314,719,235,375,741,"[[223.58728, 363.680948, 729.505122], [-39.379395, -39.357579, -0.107531]]","[[223.58728, 363.680948, 729.505122], [184.207886, 324.32337, 729.397591]]",2771,2767,4,8,197,"8,3,2",Nominal,False,0.15447154641151428,35429.75390625,3234.1928370666506,1940.515869140625,0.0,0.6261820197105408,0.7405806183815002,42373.829210815435,19983.08409362793,11844.410596923828,0.0,1.0,58.09
4912,2772,2781,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,183.542358,368.252322,63.17139,183.465836,407.311895,102.63791,-0.076523,39.059572,39.46652,183.504097,387.782108,82.90465,55.527131,3225.571028,10661.975599,21391.777399,3669.626023,10657.530388,23660.747961,5962.23617,-4.445211,2268.970562,2292.610147,10659.752994,22526.26268,4815.931096,10.0,173,358,53,195,419,114,"[[183.542358, 368.252322, 63.17139], [-0.076523, 39.059572, 39.46652]]","[[183.542358, 368.252322, 63.17139], [183.465836, 407.311895, 102.63791]]",2772,2781,3,8,198,"0,4,2",Nominal,False,0.27100270986557007,36938.27734375,3225.5707674789433,1935.342529296875,0.0,0.5384419560432434,0.7386062145233154,4815.930992279053,22526.262449951173,10659.752550659181,0.0,1.0,58.09
4913,2773,2781,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,183.607803,367.71129,141.581686,183.465836,407.311895,102.63791,-0.141968,39.600605,-38.943776,183.536819,387.511592,122.109798,55.541388,3226.399219,10665.777296,21360.348844,8224.480146,10657.530388,23660.747961,5962.23617,-8.246908,2300.399117,-2262.243976,10661.653842,22510.548402,7093.358158,10.0,173,357,92,195,419,153,"[[183.607803, 367.71129, 141.581686], [-0.141968, 39.600605, -38.943776]]","[[183.607803, 367.71129, 141.581686], [183.465836, 407.311895, 102.63791]]",2773,2781,2,8,198,"0,4,2",Nominal,False,0.1912504881620407,36333.578125,3226.398206062317,1935.839111328125,0.0,0.5975006818771362,0.7387957572937012,7093.357969284058,22510.54865112305,10661.653842315674,0.0,1.0,58.09
4914,2774,2781,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,183.389313,446.371467,142.10443,183.465836,407.311895,102.63791,0.076523,-39.059572,-39.46652,183.427574,426.841681,122.37117,55.527131,3225.571028,10653.085177,25929.718523,8254.846317,10657.530388,23660.747961,5962.23617,4.445211,-2268.970562,-2292.610147,10655.307783,24795.233242,7108.541243,10.0,173,397,92,195,458,154,"[[183.389313, 446.371467, 142.10443], [0.076523, -39.059572, -39.46652]]","[[183.389313, 446.371467, 142.10443], [183.465836, 407.311895, 102.63791]]",2774,2781,1,8,198,"0,4,2",Nominal,False,0.2679055333137512,37001.38671875,3225.570989074707,1935.3427734375,0.0,0.5407295823097229,0.738606333732605,7108.541267852784,24795.2328894043,10655.308226013185,0.0,1.0,58.09
4915,2775,2781,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,183.323868,446.91253,63.694122,183.465836,407.311895,102.63791,0.141968,-39.600635,38.943788,183.394852,427.112212,83.166016,55.541417,3226.400939,10649.28348,25961.148845,3699.991537,10657.530388,23660.747961,5962.23617,8.246908,-2300.400884,2262.244633,10653.406934,24810.948403,4831.113853,10.0,173,397,53,195,458,114,"[[183.323868, 446.91253, 63.694122], [0.141968, -39.600635, 38.943788]]","[[183.323868, 446.91253, 63.694122], [183.465836, 407.311895, 102.63791]]",2775,2781,2,8,198,"0,4,2",Nominal,False,0.22609369456768036,36659.5078125,3226.4013084030153,1935.8408203125,0.0,0.5717591643333435,0.7387964129447937,4831.11384765625,24810.948460998537,10653.40693435669,0.0,1.0,58.09
4916,2772,2782,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,183.542358,368.252322,63.17139,222.921753,407.609901,63.278876,39.379395,39.357579,0.107486,203.232056,387.931112,63.225133,55.675554,3234.192912,10661.975599,21391.777399,3669.626023,12949.524628,23678.059151,3675.86988,2287.549028,2286.281752,6.243858,11805.750114,22534.918275,3672.747951,10.0,173,358,53,234,419,75,"[[183.542358, 368.252322, 63.17139], [39.379395, 39.357579, 0.107486]]","[[183.542358, 368.252322, 63.17139], [222.921753, 407.609901, 63.278876]]",2772,2782,3,8,198,"0,4,2",Nominal,False,0.23073944449424744,36555.72265625,3234.1928370666506,1940.515869140625,0.0,0.5696994066238403,0.7405806183815002,3672.748138809204,22534.917094116212,11805.750113525391,0.0,1.0,58.09
4917,2775,2782,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,183.323868,446.91253,63.694122,222.921753,407.609901,63.278876,39.597885,-39.302629,-0.415246,203.12281,427.261215,63.486499,55.793024,3241.016776,10649.28348,25961.148845,3699.991537,12949.524628,23678.059151,3675.86988,2300.241147,-2283.089694,-24.121656,11799.404054,24819.603998,3687.930708,10.0,173,397,53,234,458,75,"[[183.323868, 446.91253, 63.694122], [39.597885, -39.302629, -0.415246]]","[[183.323868, 446.91253, 63.694122], [222.921753, 407.609901, 63.278876]]",2775,2782,2,8,198,"0,4,2",Nominal,False,0.27138984203338623,37534.35546875,3241.017321815491,1944.6104736328125,0.0,0.5407330989837646,0.7421432733535767,3687.9307725906374,24819.60487792969,11799.403610839845,0.0,1.0,58.09
4918,2776,2782,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,262.301147,446.96748,63.386365,222.921753,407.609901,63.278876,-39.379395,-39.357579,-0.10749,242.61145,427.28869,63.33262,55.675554,3234.192912,15237.073656,25964.340903,3682.113958,12949.524628,23678.059151,3675.86988,-2287.549028,-2286.281752,-6.244078,14093.299142,24821.200027,3678.991919,10.0,212,397,53,274,458,75,"[[262.301147, 446.96748, 63.386365], [-39.379395, -39.357579, -0.10749]]","[[262.301147, 446.96748, 63.386365], [222.921753, 407.609901, 63.278876]]",2776,2782,1,8,198,"0,4,2",Nominal,False,0.22996515035629272,36436.41015625,3234.1928370666506,1940.515869140625,0.0,0.5702728629112244,0.7405806183815002,3678.991821060181,24821.200367431644,14093.299141845704,0.0,1.0,58.09
4919,2777,2782,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,262.519653,368.307303,62.863629,222.921753,407.609901,63.278876,-39.5979,39.302598,0.415246,242.720703,387.958602,63.071252,55.793014,3241.016163,15249.766661,21394.97122,3651.748224,12949.524628,23678.059151,3675.86988,-2300.242034,2283.087931,24.121656,14099.645645,22536.515186,3663.809052,10.0,212,358,52,274,419,75,"[[262.519653, 368.307303, 62.863629], [-39.5979, 39.302598, 0.415246]]","[[262.519653, 368.307303, 62.863629], [222.921753, 407.609901, 63.278876]]",2777,2782,2,8,198,"0,4,2",Nominal,False,0.3147502839565277,37747.3125,3241.0155490493776,1944.609375,0.0,0.508553147315979,0.7421428561210632,3663.8089656829834,22536.516129150394,14099.64564453125,0.0,1.0,58.09
4920,2772,2784,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,183.542358,368.252322,63.17139,223.063721,368.009296,102.22266,39.521362,-0.243026,39.05127,203.30304,368.130809,82.697025,55.560767,3227.524954,10661.975599,21391.777399,3669.626023,12957.771536,21377.660033,5938.114296,2295.795936,-14.117366,2268.488274,11809.873568,21384.718716,4803.870159,10.0,173,358,53,235,380,114,"[[183.542358, 368.252322, 63.17139], [39.521362, -0.243026, 39.05127]]","[[183.542358, 368.252322, 63.17139], [223.063721, 368.009296, 102.22266]]",2772,2784,3,8,198,"0,4,2",Nominal,False,0.43515291810035706,40062.91796875,3227.5247989273075,1936.5150146484375,0.0,0.417452335357666,0.7390536665916443,4803.869978027344,21384.718075561526,11809.873567504883,0.0,1.0,58.09
4921,2773,2784,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,183.607803,367.71129,141.581686,223.063721,368.009296,102.22266,39.455917,0.298006,-39.359027,203.335762,367.860293,121.902173,55.73142,3237.438195,10665.777296,21360.348844,8224.480146,12957.771536,21377.660033,5938.114296,2291.994239,17.311189,-2286.36585,11811.774416,21369.004438,7081.297221,10.0,173,357,92,235,380,153,"[[183.607803, 367.71129, 141.581686], [39.455917, 0.298006, -39.359027]]","[[183.607803, 367.71129, 141.581686], [223.063721, 368.009296, 102.22266]]",2773,2784,2,8,198,"0,4,2",Nominal,False,0.34804490208625793,38784.0859375,3237.438107032776,1942.4630126953125,0.0,0.483309805393219,0.741323709487915,7081.296955032349,21369.004276733398,11811.773972778321,0.0,1.0,58.09
4922,2777,2784,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,262.519653,368.307303,62.863629,223.063721,368.009296,102.22266,-39.455933,-0.298006,39.35903,242.791687,368.1583,82.543144,55.731434,3237.43898,15249.766661,21394.97122,3651.748224,12957.771536,21377.660033,5938.114296,-2291.995126,-17.311188,2286.366072,14103.769099,21386.315627,4794.93126,10.0,213,358,52,274,380,114,"[[262.519653, 368.307303, 62.863629], [-39.455933, -0.298006, 39.35903]]","[[262.519653, 368.307303, 62.863629], [223.063721, 368.009296, 102.22266]]",2777,2784,2,8,198,"0,4,2",Nominal,False,0.35423925518989563,38639.609375,3237.4389934158326,1942.4635009765625,0.0,0.4787178933620453,0.7413238883018494,4794.931248092652,21386.317110595704,14103.769098510744,0.0,1.0,58.09
4923,2778,2784,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,262.585083,367.76624,141.27393,223.063721,368.009296,102.22266,-39.521362,0.243056,-39.05127,242.824402,367.887768,121.748295,55.560767,3227.52496,15253.567472,21363.540901,8206.602567,12957.771536,21377.660033,5938.114296,-2295.795936,14.119132,-2268.488271,14105.669504,21370.600467,7072.358432,10.0,213,357,92,274,380,153,"[[262.585083, 367.76624, 141.27393], [-39.521362, 0.243056, -39.05127]]","[[262.585083, 367.76624, 141.27393], [223.063721, 368.009296, 102.22266]]",2778,2784,1,8,198,"0,4,2",Nominal,False,0.1780874878168106,35752.90234375,3227.5250205230714,1936.51513671875,484.6289390373231,0.6074375510215759,0.7390537858009338,7072.358225097657,21370.59976623535,14105.66950378418,0.6952271461486818,1.0,58.09
4924,2782,2780,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,222.921753,407.609901,63.278876,262.443115,407.366875,102.330153,39.521362,-0.243026,39.051278,242.682434,407.488388,82.804514,55.560772,3227.525263,12949.524628,23678.059151,3675.86988,15245.320564,23663.941784,5944.358594,2295.795936,-14.117367,2268.488714,14097.422596,23671.000468,4810.114237,10.0,212,397,53,274,419,114,"[[222.921753, 407.609901, 63.278876], [39.521362, -0.243026, 39.051278]]","[[222.921753, 407.609901, 63.278876], [262.443115, 407.366875, 102.330153]]",2782,2780,8,4,198,"0,4,2",Nominal,False,0.3658536672592163,39051.62109375,3227.5252421188356,1936.51513671875,0.0,0.46866825222969055,0.7390537858009338,4810.114546661377,23671.001348876955,14097.422595825195,0.0,1.0,58.09
4925,2782,2781,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,222.921753,407.609901,63.278876,183.465836,407.311895,102.63791,-39.455917,-0.298006,39.359034,203.193794,407.460898,82.958393,55.731425,3237.438506,12949.524628,23678.059151,3675.86988,10657.530388,23660.747961,5962.23617,-2291.994239,-17.31119,2286.36629,11803.527508,23669.403556,4819.053025,10.0,173,397,53,234,419,114,"[[222.921753, 407.609901, 63.278876], [-39.455917, -0.298006, 39.359034]]","[[222.921753, 407.609901, 63.278876], [183.465836, 407.311895, 102.63791]]",2782,2781,8,8,198,"0,4,2",Nominal,False,0.30158731341362,38011.82421875,3237.4385502243044,1942.4632568359375,0.0,0.5177499055862427,0.7413237690925598,4819.052833404541,23669.402313842776,11803.527064819336,0.0,1.0,58.09
4926,2782,2785,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,222.921753,407.609901,63.278876,222.84523,446.669473,102.745396,-0.076523,39.059572,39.46652,222.883492,427.139687,83.012136,55.527131,3225.571028,12949.524628,23678.059151,3675.86988,12945.079417,25947.029713,5968.480027,-4.445211,2268.970562,2292.610147,12947.302022,24812.544432,4822.174954,10.0,212,397,53,234,458,114,"[[222.921753, 407.609901, 63.278876], [-0.076523, 39.059572, 39.46652]]","[[222.921753, 407.609901, 63.278876], [222.84523, 446.669473, 102.745396]]",2782,2785,8,4,198,"0,4,2",Nominal,False,0.21409213542938232,36323.99609375,3225.5707674789433,1935.342529296875,0.0,0.5804764032363892,0.7386062145233154,4822.17467453003,24812.54395050049,12947.301578979494,0.0,1.0,58.09
4927,2782,2784,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,222.921753,407.609901,63.278876,223.063721,368.009296,102.22266,0.141968,-39.600605,38.943784,222.992737,387.809599,82.750768,55.541393,3226.399528,12949.524628,23678.059151,3675.86988,12957.771536,21377.660033,5938.114296,8.246908,-2300.399118,2262.244416,12953.648082,22527.859592,4806.992088,10.0,212,358,53,235,419,114,"[[222.921753, 407.609901, 63.278876], [0.141968, -39.600605, 38.943784]]","[[222.921753, 407.609901, 63.278876], [223.063721, 368.009296, 102.22266]]",2782,2784,8,8,198,"0,4,2",Nominal,False,0.2160278707742691,36507.78125,3226.398649253845,1935.83935546875,0.0,0.5791953206062317,0.738795816898346,4806.991819152832,22527.85971221924,12953.64808166504,0.0,1.0,58.09
4928,2783,2781,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,222.987198,407.068869,141.689187,183.465836,407.311895,102.63791,-39.521362,0.243026,-39.051278,203.226517,407.190382,122.163548,55.560772,3227.525263,12953.326325,23646.630594,8230.724883,10657.530388,23660.747961,5962.23617,-2295.795936,14.117367,-2268.488714,11805.428356,23653.689278,7096.480527,10.0,173,397,92,234,419,153,"[[222.987198, 407.068869, 141.689187], [-39.521362, 0.243026, -39.051278]]","[[222.987198, 407.068869, 141.689187], [183.465836, 407.311895, 102.63791]]",2783,2781,4,8,198,"0,4,2",Nominal,False,0.33178475499153137,38257.6015625,3227.5254637146,1936.515380859375,0.0,0.4938470721244812,0.7390538454055786,7096.480696792603,23653.688515014648,11805.428356475832,0.0,1.0,58.09
4929,2783,2785,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,222.987198,407.068869,141.689187,222.84523,446.669473,102.745396,-0.141968,39.600605,-38.943792,222.916214,426.869171,122.217291,55.541398,3226.399837,12953.326325,23646.630594,8230.724883,12945.079417,25947.029713,5968.480027,-8.246908,2300.399119,-2262.244856,12949.202871,24796.830154,7099.602455,10.0,212,397,92,234,458,153,"[[222.987198, 407.068869, 141.689187], [-0.141968, 39.600605, -38.943792]]","[[222.987198, 407.068869, 141.689187], [222.84523, 446.669473, 102.745396]]",2783,2785,4,4,198,"0,4,2",Nominal,False,0.21680216491222382,36027.7421875,3226.399535636902,1935.8397216796875,0.0,0.5786234140396118,0.7387959957122803,7099.602537918091,24796.830151672366,12949.202870635987,0.0,1.0,58.09
4930,2783,2780,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,222.987198,407.068869,141.689187,262.443115,407.366875,102.330153,39.455917,0.298006,-39.359034,242.715157,407.217872,122.00967,55.731425,3237.438506,12953.326325,23646.630594,8230.724883,15245.320564,23663.941784,5944.358594,2291.994239,17.31119,-2286.36629,14099.323444,23655.286189,7087.541739,10.0,212,397,92,274,419,153,"[[222.987198, 407.068869, 141.689187], [39.455917, 0.298006, -39.359034]]","[[222.987198, 407.068869, 141.689187], [262.443115, 407.366875, 102.330153]]",2783,2780,4,4,198,"0,4,2",Nominal,False,0.32597753405570984,38467.1328125,3237.4387718200687,1942.4632568359375,0.0,0.4996688663959503,0.7413237690925598,7087.541966857911,23655.28755004883,14099.323001098634,0.0,1.0,58.09
4931,2784,2781,defects,#377eb8,"[0.216, 0.494, 0.722, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.063721,368.009296,102.22266,183.465836,407.311895,102.63791,-39.597885,39.302598,0.41525,203.264778,387.660596,102.430285,55.793003,3241.015534,12957.771536,21377.660033,5938.114296,10657.530388,23660.747961,5962.23617,-2300.241147,2283.087928,24.121874,11807.650962,22519.203997,5950.175233,10.0,173,358,92,235,419,114,"[[223.063721, 368.009296, 102.22266], [-39.597885, 39.302598, 0.41525]]","[[223.063721, 368.009296, 102.22266], [183.465836, 407.311895, 102.63791]]",2784,2781,8,8,198,"0,4,2",Missing_Intentional,True,0.008517228066921234,32031.400390625,3241.014884262085,1944.6090087890625,1938.5157561492924,0.7358217835426331,0.7421427369117737,5950.17511581421,22519.203295288087,11807.65051879883,2.780908584594727,0.78696721006173,58.09
4932,2784,2783,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.063721,368.009296,102.22266,222.987198,407.068869,141.689187,-0.076523,39.059572,39.466528,223.025459,387.539083,121.955923,55.527136,3225.571341,12957.771536,21377.660033,5938.114296,12953.326325,23646.630594,8230.724883,-4.445211,2268.970562,2292.610587,12955.54893,22512.145314,7084.41959,10.0,212,358,92,235,419,153,"[[223.063721, 368.009296, 102.22266], [-0.076523, 39.059572, 39.466528]]","[[223.063721, 368.009296, 102.22266], [222.987198, 407.068869, 141.689187]]",2784,2783,8,4,198,"0,4,2",Nominal,False,0.2311265915632248,36945.98046875,3225.5716538619995,1935.3431396484375,0.0,0.5678948760032654,0.7386064529418945,7084.4196825408935,22512.145913391116,12955.548486938478,0.0,1.0,58.09
4933,2784,2780,nominal,#4daf4a,"[0.302, 0.686, 0.29, 1.0]",ZYX (Napari/NumPy); source registration converted from XYZ,223.063721,368.009296,102.22266,262.443115,407.366875,102.330153,39.379395,39.357579,0.107494,242.753418,387.688086,102.276406,55.675554,3234.192912,12957.771536,21377.660033,5938.114296,15245.320564,23663.941784,5944.358594,2287.549028,2286.281751,6.244298,14101.54605,22520.800908,5941.236445,10.0,213,358,92,274,419,114,"[[223.063721, 368.009296, 102.22266], [39.379395, 39.357579, 0.107494]]","[[223.063721, 368.009296, 102.22266], [262.443115, 407.366875, 102.330153]]",2784,2780,8,4,198,"0,4,2",Nominal,False,0.23151373863220215,37482.5546875,3234.1928370666506,1940.515869140625,0.0,0.5691260099411011,0.7405806183815002,5941.236385879517,22520.802330322265,14101.546049804689,0.0,1.0,58.09
