component,voxels,volume_mm3,centroid_z_voxel,centroid_y_voxel,centroid_x_voxel,bbox_z,bbox_y,bbox_x
431,29,0.045477032109928005,64.0,171.0,323.3448275862069,11,11,2
1610,29,0.045477032109928005,300.3103448275862,191.3448275862069,382.0,11,10,1
1537,29,0.045477032109928005,281.0,211.0,382.3448275862069,11,11,2
1849,29,0.045477032109928005,359.7586206896552,132.82758620689654,381.0,11,11,1
323,29,0.045477032109928005,43.689655172413794,339.0,293.7931034482759,11,5,12
424,29,0.045477032109928005,64.03448275862068,111.03448275862068,381.3103448275862,11,10,2
327,29,0.045477032109928005,44.03448275862069,367.86206896551727,383.37931034482756,10,12,2
1315,29,0.045477032109928005,222.0,112.0,381.3448275862069,11,11,2
1487,29,0.045477032109928005,264.44827586206895,122.44827586206897,374.0344827586207,14,8,12
1683,29,0.045477032109928005,320.3103448275862,132.41379310344828,381.0,11,11,1
1480,29,0.045477032109928005,261.7586206896552,299.1034482758621,354.6896551724138,11,3,11
1140,29,0.045477032109928005,185.27586206896552,82.79310344827586,373.62068965517244,16,6,14
558,29,0.045477032109928005,83.58620689655173,52.689655172413794,381.0,11,11,1
1384,29,0.045477032109928005,241.31034482758622,53.3448275862069,381.0,11,10,1
932,29,0.045477032109928005,143.0,171.0,362.3448275862069,11,11,2
704,28,0.043908858588896,104.07142857142857,112.03571428571429,381.35714285714283,11,11,2
807,28,0.043908858588896,122.82142857142857,133.0,362.0,12,13,1
738,28,0.043908858588896,103.5,348.39285714285717,383.42857142857144,10,11,2
402,28,0.043908858588896,63.642857142857146,32.892857142857146,381.0,12,12,1
1151,28,0.043908858588896,183.35714285714286,259.64285714285717,353.92857142857144,12,3,12
601,28,0.043908858588896,83.85714285714286,308.42857142857144,364.2857142857143,12,12,3
586,28,0.043908858588896,85.17857142857143,219.78571428571428,334.4642857142857,14,5,14
425,28,0.043908858588896,63.82142857142857,111.67857142857143,342.25,11,11,2
1135,28,0.043908858588896,182.0,348.85714285714283,383.35714285714283,11,11,2
435,28,0.043908858588896,63.92857142857143,189.89285714285714,382.42857142857144,11,10,2
964,28,0.043908858588896,143.42857142857142,259.67857142857144,353.64285714285717,12,4,12
975,28,0.043908858588896,143.0,348.7857142857143,383.39285714285717,10,12,2
1119,28,0.043908858588896,180.85714285714286,172.60714285714286,382.0,13,13,1
735,28,0.043908858588896,103.89285714285714,338.9642857142857,315.0,11,4,12
1227,28,0.043908858588896,201.89285714285714,190.85714285714286,362.35714285714283,11,11,2
719,28,0.043908858588896,105.17857142857143,259.82142857142856,315.39285714285717,13,4,12
1267,28,0.043908858588896,203.28571428571428,140.85714285714286,372.85714285714283,11,4,11
281,28,0.043908858588896,44.92857142857143,91.89285714285714,381.35714285714283,11,11,2
1831,28,0.043908858588896,359.5,92.71428571428571,381.0,12,12,1
1303,28,0.043908858588896,221.42857142857142,72.67857142857143,381.0,12,12,1
1477,28,0.043908858588896,261.2142857142857,270.10714285714283,382.35714285714283,10,10,2
1819,28,0.043908858588896,357.9642857142857,132.28571428571428,362.0,11,11,1
1750,28,0.043908858588896,340.07142857142856,132.96428571428572,362.0,12,11,1
1818,28,0.043908858588896,358.10714285714283,112.78571428571429,381.0,11,11,1
199,28,0.043908858588896,36.0,329.9642857142857,257.2857142857143,1,12,12
362,28,0.043908858588896,55.035714285714285,347.64285714285717,375.35714285714283,3,12,11
1536,28,0.043908858588896,281.4642857142857,152.92857142857142,362.0357142857143,11,11,2
1464,28,0.043908858588896,261.7857142857143,152.60714285714286,381.92857142857144,11,12,2
321,28,0.043908858588896,44.785714285714285,328.32142857142856,384.14285714285717,11,11,3
1238,28,0.043908858588896,203.60714285714286,180.78571428571428,373.7857142857143,12,3,13
1742,28,0.043908858588896,337.89285714285717,251.0,382.0,11,11,1
1032,27,0.04234068506786401,162.5185185185185,95.18518518518519,362.0,11,11,1
306,27,0.04234068506786401,44.851851851851855,249.25925925925927,344.3333333333333,12,11,3
683,27,0.04234068506786401,103.11111111111111,72.11111111111111,381.037037037037,11,12,2
68,27,0.04234068506786401,24.88888888888889,347.4074074074074,384.25925925925924,11,11,3
1604,27,0.04234068506786401,300.22222222222223,112.33333333333333,381.0,11,11,1
935,27,0.04234068506786401,143.88888888888889,200.85185185185185,334.037037037037,13,3,13
837,27,0.04234068506786401,124.70370370370371,180.74074074074073,334.22222222222223,12,4,12
83,27,0.04234068506786401,25.074074074074073,268.2962962962963,383.3333333333333,11,11,3
447,27,0.04234068506786401,65.81481481481481,279.44444444444446,334.85185185185185,14,4,14
1320,27,0.04234068506786401,222.40740740740742,279.4074074074074,374.0,12,4,12
1323,27,0.04234068506786401,221.74074074074073,329.51851851851853,363.3703703703704,11,11,2
821,27,0.04234068506786401,123.14814814814815,209.88888888888889,382.4074074074074,12,10,2
1393,27,0.04234068506786401,241.1851851851852,191.2962962962963,362.0,11,11,1
277,27,0.04234068506786401,43.48148148148148,64.33333333333333,330.037037037037,9,5,9
1461,27,0.04234068506786401,261.0740740740741,113.22222222222223,342.0,11,12,1
36,27,0.04234068506786401,24.962962962962962,32.925925925925924,381.1111111111111,10,11,2
186,27,0.04234068506786401,36.0,291.3333333333333,316.55555555555554,1,13,12
939,27,0.04234068506786401,142.74074074074073,229.66666666666666,382.3703703703704,11,10,2
1168,27,0.04234068506786401,183.77777777777777,121.74074074074075,372.962962962963,12,3,12
1587,27,0.04234068506786401,297.81481481481484,219.03703703703704,374.9259259259259,11,2,11
1840,27,0.04234068506786401,359.0,231.11111111111111,362.0,11,10,1
1856,27,0.04234068506786401,360.037037037037,299.18518518518516,373.81481481481484,12,3,11
1472,27,0.04234068506786401,260.77777777777777,357.7037037037037,374.14814814814815,12,4,9
468,27,0.04234068506786401,64.14814814814815,121.07407407407408,332.1111111111111,10,7,12
928,27,0.04234068506786401,142.14814814814815,370.74074074074076,383.0,11,11,1
1828,27,0.04234068506786401,359.55555555555554,53.55555555555556,381.0,12,11,1
727,27,0.04234068506786401,103.96296296296296,289.037037037037,363.77777777777777,11,10,3
607,26,0.040772511546832,84.03846153846153,368.6923076923077,383.4230769230769,11,12,2
1463,26,0.040772511546832,261.11538461538464,132.46153846153845,362.0,11,11,1
1679,26,0.040772511546832,320.38461538461536,93.1923076923077,381.0,11,11,1
180,26,0.040772511546832,36.0,271.7692307692308,256.84615384615387,1,13,12
1391,26,0.040772511546832,240.42307692307693,133.07692307692307,362.0,11,12,1
1060,26,0.040772511546832,163.23076923076923,279.34615384615387,314.88461538461536,12,3,12
630,26,0.040772511546832,84.1923076923077,328.7692307692308,383.4230769230769,10,11,2
1050,26,0.040772511546832,162.42307692307693,210.03846153846155,382.4230769230769,11,12,2
917,26,0.040772511546832,141.57692307692307,114.03846153846153,362.0,12,11,1
79,26,0.040772511546832,24.846153846153847,150.03846153846155,382.46153846153845,10,11,4
867,26,0.040772511546832,126.61538461538461,102.84615384615384,374.03846153846155,13,3,12
1048,26,0.040772511546832,162.57692307692307,190.5,362.38461538461536,11,10,2
1401,26,0.040772511546832,241.73076923076923,131.65384615384616,381.38461538461536,11,11,2
1681,26,0.040772511546832,320.61538461538464,113.5,361.88461538461536,11,12,2
1033,26,0.040772511546832,162.34615384615384,112.57692307692308,362.0,11,11,1
1405,26,0.040772511546832,241.8846153846154,250.26923076923077,382.5,11,11,2
227,26,0.040772511546832,43.42307692307692,192.69230769230768,382.0,12,12,1
592,26,0.040772511546832,84.46153846153847,259.8076923076923,294.7692307692308,12,5,12
557,26,0.040772511546832,83.3076923076923,53.0,342.03846153846155,11,12,2
1770,26,0.040772511546832,340.4230769230769,61.88461538461539,352.53846153846155,12,4,10
820,26,0.040772511546832,123.15384615384616,190.46153846153845,362.46153846153845,11,9,3
1370,26,0.040772511546832,231.46153846153845,248.96153846153845,373.46153846153845,2,14,13
710,26,0.040772511546832,103.8076923076923,190.5,382.4230769230769,11,12,2
1154,26,0.040772511546832,182.26923076923077,279.88461538461536,333.46153846153845,11,4,11
1841,26,0.040772511546832,359.0,250.15384615384616,382.11538461538464,11,11,2
1070,26,0.040772511546832,164.53846153846155,121.6923076923077,353.7692307692308,13,3,12
405,26,0.040772511546832,62.96153846153846,75.88461538461539,362.0,11,10,1
1233,26,0.040772511546832,202.26923076923077,53.42307692307692,381.0,10,11,1
18,26,0.040772511546832,23.23076923076923,182.19230769230768,64.84615384615384,12,4,13
1524,26,0.040772511546832,280.1923076923077,92.46153846153847,381.0,12,11,1
1326,26,0.040772511546832,222.69230769230768,358.5769230769231,374.38461538461536,12,3,12
53,26,0.040772511546832,24.384615384615383,281.03846153846155,83.5,11,5,12
940,26,0.040772511546832,142.73076923076923,289.38461538461536,363.4230769230769,11,11,2
732,26,0.040772511546832,104.57692307692308,318.84615384615387,334.8076923076923,11,5,11
1666,26,0.040772511546832,319.0,74.38461538461539,342.0,11,11,1
1021,26,0.040772511546832,160.6153846153846,152.73076923076923,381.96153846153845,13,12,2
1582,26,0.040772511546832,290.46153846153845,268.96153846153845,373.46153846153845,2,14,13
715,26,0.040772511546832,103.5,230.26923076923077,343.4230769230769,11,11,2
381,26,0.040772511546832,55.61538461538461,329.03846153846155,354.8076923076923,2,11,10
4,26,0.040772511546832,22.96153846153846,331.03846153846155,383.0,12,11,1
1105,25,0.039204338025800006,172.48,228.28,374.12,2,13,12
479,25,0.039204338025800006,64.6,229.48,383.04,11,11,3
1852,25,0.039204338025800006,359.72,219.4,373.56,11,2,10
1117,25,0.039204338025800006,181.6,113.44,362.0,13,13,1
1474,25,0.039204338025800006,262.36,180.76,353.68,12,4,11
1726,25,0.039204338025800006,329.48,268.76,373.2,2,13,13
1476,25,0.039204338025800006,261.76,220.16,353.6,11,4,11
622,25,0.039204338025800006,84.36,249.16,383.12,11,11,3
945,25,0.039204338025800006,143.56,358.64,334.92,13,3,12
743,25,0.039204338025800006,104.84,181.12,314.28,11,4,11
1424,25,0.039204338025800006,242.96,338.32,375.04,11,4,10
483,25,0.039204338025800006,64.04,268.32,383.4,11,11,3
1739,25,0.039204338025800006,338.32,191.92,362.0,11,12,1
1044,25,0.039204338025800006,163.68,132.48,381.88,11,13,3
936,25,0.039204338025800006,143.04,209.92,362.88,12,11,3
144,25,0.039204338025800006,35.52,249.36,373.24,2,11,11
318,25,0.039204338025800006,45.24,308.6,364.44,12,11,3
1600,25,0.039204338025800006,300.32,73.52,342.0,11,11,1
438,25,0.039204338025800006,64.08,209.6,324.44,12,12,3
1667,25,0.039204338025800006,319.56,73.52,381.0,12,11,1
432,25,0.039204338025800006,63.92,170.28,362.72,11,10,3
1768,25,0.039204338025800006,339.48,278.32,373.52,11,2,10
1144,25,0.039204338025800006,183.32,180.64,353.68,13,3,13
302,25,0.039204338025800006,45.24,210.56,343.4,11,11,2
260,25,0.039204338025800006,44.52,280.2,274.44,12,4,13
1823,25,0.039204338025800006,357.44,191.84,382.0,11,11,1
1343,25,0.039204338025800006,223.4,291.36,363.24,10,12,2
583,25,0.039204338025800006,84.6,190.76,362.88,12,10,3
179,25,0.039204338025800006,36.0,270.76,237.6,1,12,12
529,25,0.039204338025800006,74.52,130.48,373.16,2,12,11
1550,24,0.037636164504768005,281.2916666666667,279.3333333333333,353.9583333333333,11,3,11
950,24,0.037636164504768005,142.70833333333334,101.625,352.0833333333333,8,4,11
1549,24,0.037636164504768005,282.3333333333333,259.3333333333333,374.0,11,3,10
1621,24,0.037636164504768005,299.8333333333333,268.9166666666667,382.3333333333333,9,9,2
533,24,0.037636164504768005,74.5,209.5,373.9166666666667,2,12,12
1529,24,0.037636164504768005,279.875,190.875,362.0,11,10,1
1601,24,0.037636164504768005,301.0,73.70833333333333,381.0,12,11,1
588,24,0.037636164504768005,84.04166666666667,229.58333333333334,324.4583333333333,12,12,3
1692,24,0.037636164504768005,319.9583333333333,289.6666666666667,382.25,11,12,2
1630,24,0.037636164504768005,301.8333333333333,279.3333333333333,374.5,11,3,11
360,24,0.037636164504768005,54.75,229.04166666666666,374.2083333333333,3,12,12
604,24,0.037636164504768005,84.54166666666667,338.5833333333333,334.9583333333333,13,3,12
238,24,0.037636164504768005,44.166666666666664,92.54166666666667,342.0,11,11,1
1387,24,0.037636164504768005,241.08333333333334,92.41666666666667,381.0,11,11,1
1769,24,0.037636164504768005,340.0416666666667,298.8333333333333,354.375,12,3,10
662,24,0.037636164504768005,94.5,228.95833333333334,374.3333333333333,2,12,11
665,24,0.037636164504768005,94.54166666666667,268.4583333333333,374.0,2,12,11
669,24,0.037636164504768005,94.5,347.9166666666667,374.4583333333333,2,12,11
805,24,0.037636164504768005,122.83333333333333,94.45833333333333,361.9583333333333,12,12,2
1335,24,0.037636164504768005,222.79166666666666,200.5,373.25,11,4,12
680,24,0.037636164504768005,103.20833333333333,33.541666666666664,381.0,11,11,1
1304,24,0.037636164504768005,221.95833333333334,73.75,342.0,12,11,1
411,24,0.037636164504768005,63.291666666666664,133.79166666666666,381.75,11,11,2
1296,24,0.037636164504768005,219.29166666666666,258.0,375.1666666666667,12,1,12
758,24,0.037636164504768005,104.95833333333333,142.125,353.2083333333333,8,4,8
1262,24,0.037636164504768005,202.5,358.6666666666667,354.25,12,3,12
1259,24,0.037636164504768005,202.75,338.625,374.0833333333333,12,3,11
689,24,0.037636164504768005,103.54166666666667,112.29166666666667,342.1666666666667,11,10,2
1850,24,0.037636164504768005,359.125,140.375,372.0833333333333,11,3,9
388,24,0.037636164504768005,56.041666666666664,213.375,375.9583333333333,2,11,13
1861,24,0.037636164504768005,359.5416666666667,219.25,335.0,8,2,10
716,24,0.037636164504768005,103.625,229.79166666666666,382.5833333333333,11,11,3
244,24,0.037636164504768005,44.583333333333336,131.20833333333334,342.5416666666667,12,12,3
440,24,0.037636164504768005,64.125,229.625,343.4583333333333,12,10,2
916,24,0.037636164504768005,139.45833333333334,373.0416666666667,35.791666666666664,10,9,4
224,24,0.037636164504768005,43.916666666666664,153.5,381.9583333333333,12,12,2
608,24,0.037636164504768005,84.33333333333333,371.0416666666667,34.541666666666664,11,11,2
488,24,0.037636164504768005,64.79166666666667,308.4583333333333,344.5,11,11,2
1442,24,0.037636164504768005,251.0,267.625,374.5833333333333,3,12,12
1744,24,0.037636164504768005,337.4166666666667,298.1666666666667,374.75,10,2,11
484,24,0.037636164504768005,64.16666666666667,268.7083333333333,344.375,11,11,3
903,24,0.037636164504768005,133.5,268.7083333333333,373.875,2,12,10
900,24,0.037636164504768005,133.5,229.5,373.9166666666667,2,12,12
1413,24,0.037636164504768005,244.41666666666666,140.95833333333334,374.5833333333333,13,6,12
857,24,0.037636164504768005,123.20833333333333,328.5833333333333,383.5,11,11,2
865,24,0.037636164504768005,125.54166666666667,62.416666666666664,373.1666666666667,11,4,12
627,23,0.036067990983736004,84.34782608695652,288.6521739130435,383.5217391304348,11,11,2
138,23,0.036067990983736004,35.47826086956522,209.65217391304347,373.6521739130435,2,11,11
602,23,0.036067990983736004,84.26086956521739,328.7391304347826,305.5217391304348,12,12,2
1586,23,0.036067990983736004,298.7391304347826,211.52173913043478,382.0,12,11,1
1688,23,0.036067990983736004,320.5217391304348,231.91304347826087,362.0,11,11,1
713,23,0.036067990983736004,103.26086956521739,209.1304347826087,363.1304347826087,11,10,3
1857,23,0.036067990983736004,361.2608695652174,62.52173913043478,372.7391304347826,12,2,12
1594,23,0.036067990983736004,298.9130434782609,152.91304347826087,362.0,11,11,1
1675,23,0.036067990983736004,320.04347826086956,53.43478260869565,381.0,11,11,1
1844,23,0.036067990983736004,358.6521739130435,369.2173913043478,383.0,11,11,1
839,23,0.036067990983736004,125.21739130434783,200.7826086956522,315.39130434782606,13,3,12
1749,23,0.036067990983736004,339.7391304347826,113.26086956521739,342.0,12,12,1
1736,23,0.036067990983736004,338.0869565217391,132.82608695652175,381.0,11,11,1
1706,23,0.036067990983736004,322.30434782608694,220.04347826086956,375.0,11,3,11
1598,23,0.036067990983736004,300.7391304347826,34.26086956521739,381.0,12,12,1
596,23,0.036067990983736004,84.26086956521739,288.7391304347826,344.5217391304348,12,12,2
783,23,0.036067990983736004,114.21739130434783,248.34782608695653,374.4347826086956,3,11,10
855,23,0.036067990983736004,124.26086956521739,318.9130434782609,315.4347826086956,12,4,11
905,23,0.036067990983736004,133.47826086956522,288.7391304347826,354.6521739130435,2,12,11
606,23,0.036067990983736004,84.30434782608695,347.7391304347826,364.5217391304348,12,12,2
789,23,0.036067990983736004,113.56521739130434,328.2173913043478,374.2608695652174,3,11,11
790,23,0.036067990983736004,113.56521739130434,367.95652173913044,374.60869565217394,3,11,12
659,23,0.036067990983736004,94.47826086956522,189.7391304347826,373.6521739130435,2,12,11
625,23,0.036067990983736004,83.78260869565217,269.0,363.6521739130435,10,11,3
856,23,0.036067990983736004,124.17391304347827,318.6521739130435,354.5217391304348,11,3,11
956,23,0.036067990983736004,143.91304347826087,180.3913043478261,353.5217391304348,11,3,11
1376,23,0.036067990983736004,239.08695652173913,152.56521739130434,381.8695652173913,12,11,2
1132,23,0.036067990983736004,182.34782608695653,229.82608695652175,382.4782608695652,12,11,2
314,23,0.036067990983736004,45.130434782608695,288.6521739130435,344.4782608695652,11,11,2
310,23,0.036067990983736004,44.34782608695652,260.69565217391306,43.30434782608695,11,4,12
1510,23,0.036067990983736004,270.60869565217394,288.7826086956522,373.39130434782606,2,13,12
1147,23,0.036067990983736004,183.2608695652174,220.52173913043478,314.7391304347826,12,2,12
223,23,0.036067990983736004,42.82608695652174,114.95652173913044,381.39130434782606,12,11,2
1378,23,0.036067990983736004,239.52173913043478,231.3913043478261,382.0,12,13,1
1475,23,0.036067990983736004,262.2608695652174,200.52173913043478,373.7391304347826,12,2,12
297,23,0.036067990983736004,44.30434782608695,190.2173913043478,323.6521739130435,10,10,3
1462,23,0.036067990983736004,261.60869565217394,112.91304347826087,381.04347826086956,11,11,2
271,23,0.036067990983736004,44.26086956521739,358.5217391304348,275.7391304347826,12,2,12
490,23,0.036067990983736004,64.34782608695652,327.82608695652175,364.4347826086956,11,11,3
315,23,0.036067990983736004,44.82608695652174,288.17391304347825,383.4782608695652,11,11,2
1169,23,0.036067990983736004,183.47826086956522,200.65217391304347,333.82608695652175,11,3,11
408,23,0.036067990983736004,63.73913043478261,94.73913043478261,342.0,12,12,1
1078,23,0.036067990983736004,163.30434782608697,250.04347826086956,382.4782608695652,10,10,2
1422,23,0.036067990983736004,243.08695652173913,318.69565217391306,355.3478260869565,11,3,10
1319,23,0.036067990983736004,221.82608695652175,269.5652173913044,382.4347826086956,11,10,2
1403,23,0.036067990983736004,242.2608695652174,200.52173913043478,353.7391304347826,12,2,12
1407,23,0.036067990983736004,242.2608695652174,299.5217391304348,334.7391304347826,12,2,12
1409,23,0.036067990983736004,242.2608695652174,358.5217391304348,354.7391304347826,12,2,12
1255,23,0.036067990983736004,202.6086956521739,289.3478260869565,383.2173913043478,11,10,3
226,23,0.036067990983736004,43.82608695652174,173.69565217391303,323.0,12,12,1
361,23,0.036067990983736004,55.0,307.4782608695652,375.30434782608694,3,11,10
1418,23,0.036067990983736004,242.3913043478261,239.7826086956522,353.60869565217394,10,3,10
1023,23,0.036067990983736004,160.34782608695653,232.56521739130434,381.95652173913044,13,13,2
553,23,0.036067990983736004,82.73913043478261,350.7391304347826,383.0,12,12,1
1545,23,0.036067990983736004,282.7826086956522,62.608695652173914,373.17391304347825,13,3,12
1208,23,0.036067990983736004,199.95652173913044,192.04347826086956,382.0,12,12,1
954,23,0.036067990983736004,143.34782608695653,141.7826086956522,351.82608695652175,12,4,12
1235,23,0.036067990983736004,202.43478260869566,131.30434782608697,381.4347826086956,11,10,2
1143,23,0.036067990983736004,182.6086956521739,159.52173913043478,372.95652173913044,10,6,10
537,23,0.036067990983736004,74.52173913043478,288.2173913043478,374.17391304347825,2,11,11
1341,23,0.036067990983736004,223.1304347826087,259.5217391304348,354.60869565217394,11,4,11
322,23,0.036067990983736004,45.34782608695652,338.82608695652175,256.60869565217394,11,4,11
970,23,0.036067990983736004,144.2173913043478,298.6521739130435,354.5652173913044,12,3,11
325,23,0.036067990983736004,44.34782608695652,347.7391304347826,364.5217391304348,11,12,2
1523,23,0.036067990983736004,280.7391304347826,93.26086956521739,342.0,12,12,1
531,23,0.036067990983736004,74.47826086956522,169.7391304347826,373.6521739130435,2,12,11
1243,23,0.036067990983736004,202.3913043478261,219.56521739130434,372.7826086956522,11,3,12
1213,23,0.036067990983736004,201.47826086956522,92.82608695652173,342.0,12,12,1
1289,22,0.034499817462704,211.63636363636363,228.63636363636363,374.0,3,13,12
687,22,0.034499817462704,103.0,94.5,342.0,11,12,1
676,22,0.034499817462704,101.0,213.0909090909091,381.8636363636364,12,12,3
1815,22,0.034499817462704,357.8636363636364,73.72727272727273,342.0,11,11,1
636,22,0.034499817462704,84.86363636363636,73.77272727272727,362.0,7,10,1
1811,22,0.034499817462704,357.5,271.04545454545456,343.0,12,12,1
814,22,0.034499817462704,123.13636363636364,53.59090909090909,342.0,11,11,1
145,22,0.034499817462704,35.5,268.45454545454544,354.90909090909093,2,11,10
462,22,0.034499817462704,63.59090909090909,367.09090909090907,364.45454545454544,11,12,2
1345,22,0.034499817462704,222.6818181818182,318.59090909090907,374.09090909090907,11,3,11
849,22,0.034499817462704,123.86363636363636,269.45454545454544,363.5,10,11,2
1795,22,0.034499817462704,349.09090909090907,169.22727272727272,373.59090909090907,3,15,14
844,22,0.034499817462704,123.31818181818181,249.72727272727272,343.59090909090907,11,10,3
75,22,0.034499817462704,24.59090909090909,367.0,364.5,11,11,2
761,22,0.034499817462704,106.04545454545455,259.40909090909093,355.90909090909093,9,4,7
838,22,0.034499817462704,122.4090909090909,190.22727272727272,323.45454545454544,10,10,2
1318,22,0.034499817462704,221.13636363636363,269.1363636363636,343.40909090909093,10,11,2
1300,22,0.034499817462704,219.86363636363637,171.72727272727272,381.95454545454544,11,11,2
1766,22,0.034499817462704,340.09090909090907,172.54545454545453,362.0,11,11,1
303,22,0.034499817462704,44.54545454545455,221.5,43.0,11,2,11
67,22,0.034499817462704,24.454545454545453,338.8181818181818,235.6818181818182,11,4,11
304,22,0.034499817462704,45.0,229.45454545454547,324.5,11,11,2
59,22,0.034499817462704,24.545454545454547,310.0,33.5,11,11,2
1771,22,0.034499817462704,341.0,200.5,373.45454545454544,11,2,11
679,22,0.034499817462704,103.0,33.63636363636363,342.0,11,11,1
1230,22,0.034499817462704,202.22727272727272,249.9090909090909,382.45454545454544,11,10,2
1163,22,0.034499817462704,183.0,338.5,354.45454545454544,11,2,11
1051,22,0.034499817462704,163.5,220.5,295.0,12,2,11
1734,22,0.034499817462704,338.5,93.0,381.0,12,11,1
931,22,0.034499817462704,142.77272727272728,111.72727272727273,381.1818181818182,11,10,2
902,22,0.034499817462704,133.5,249.45454545454547,354.0,2,11,11
1698,22,0.034499817462704,321.90909090909093,299.1363636363636,374.77272727272725,12,3,11
702,22,0.034499817462704,105.5909090909091,64.45454545454545,352.6818181818182,14,3,14
1200,22,0.034499817462704,192.45454545454547,308.54545454545456,354.90909090909093,2,12,12
1034,22,0.034499817462704,161.95454545454547,134.27272727272728,362.0,11,12,1
734,22,0.034499817462704,103.77272727272727,328.3181818181818,364.45454545454544,11,11,3
1239,22,0.034499817462704,203.0,200.5,353.45454545454544,11,2,11
1236,22,0.034499817462704,203.5,141.5,334.0,12,2,11
540,22,0.034499817462704,74.5,328.0,374.40909090909093,2,11,11
1596,22,0.034499817462704,299.0,298.0,374.27272727272725,11,1,10
1548,22,0.034499817462704,282.0,180.5,373.45454545454544,11,2,11
730,22,0.034499817462704,103.5909090909091,308.04545454545456,383.5,11,11,2
941,22,0.034499817462704,143.5,309.0,344.5,12,11,2
147,22,0.034499817462704,35.5,288.0,374.40909090909093,2,11,11
554,22,0.034499817462704,84.72727272727273,23.363636363636363,371.40909090909093,15,3,15
555,22,0.034499817462704,83.36363636363636,35.54545454545455,342.0,11,11,1
929,22,0.034499817462704,143.3181818181818,33.77272727272727,381.0,11,11,1
417,22,0.034499817462704,64.0909090909091,33.68181818181818,342.0,11,11,1
20,22,0.034499817462704,23.954545454545453,201.72727272727272,43.86363636363637,11,4,13
491,22,0.034499817462704,64.63636363636364,338.59090909090907,315.04545454545456,11,3,11
473,22,0.034499817462704,62.54545454545455,160.86363636363637,370.59090909090907,7,5,10
1162,22,0.034499817462704,182.5,329.1818181818182,363.45454545454544,10,10,2
618,22,0.034499817462704,84.63636363636364,200.72727272727272,313.95454545454544,11,4,11
27,22,0.034499817462704,24.5,338.45454545454544,275.09090909090907,12,3,11
1441,22,0.034499817462704,250.9090909090909,227.5909090909091,374.6363636363636,3,11,11
21,22,0.034499817462704,24.5,211.0909090909091,52.54545454545455,12,11,3
489,22,0.034499817462704,64.5909090909091,308.0,383.5,11,11,2
1064,22,0.034499817462704,163.4090909090909,338.5,334.90909090909093,12,2,12
1074,22,0.034499817462704,164.0,180.5909090909091,334.40909090909093,11,3,11
23,22,0.034499817462704,24.5,280.59090909090907,44.04545454545455,12,3,12
1202,21,0.03293164394167201,192.47619047619048,328.23809523809524,374.23809523809524,2,11,11
1225,21,0.03293164394167201,202.28571428571428,92.61904761904762,381.14285714285717,11,10,2
1152,21,0.03293164394167201,181.9047619047619,269.5238095238095,343.4761904761905,10,10,2
1824,21,0.03293164394167201,357.76190476190476,211.76190476190476,362.0,11,11,1
1249,21,0.03293164394167201,202.76190476190476,259.5238095238095,334.23809523809524,11,2,11
1172,21,0.03293164394167201,183.28571428571428,249.71428571428572,363.4761904761905,10,10,2
1836,21,0.03293164394167201,359.23809523809524,191.76190476190476,362.0,11,11,1
1842,21,0.03293164394167201,359.5238095238095,291.14285714285717,343.0,11,12,1
1853,21,0.03293164394167201,359.23809523809524,239.33333333333334,353.95238095238096,9,3,9
1224,21,0.03293164394167201,202.23809523809524,53.76190476190476,342.0,11,11,1
1247,21,0.03293164394167201,201.85714285714286,240.76190476190476,274.7142857142857,10,7,11
737,21,0.03293164394167201,103.76190476190476,348.23809523809524,344.5238095238095,11,11,2
1203,21,0.03293164394167201,192.42857142857142,367.2857142857143,375.14285714285717,2,12,12
1257,21,0.03293164394167201,202.76190476190476,318.5238095238095,354.23809523809524,11,2,11
1581,21,0.03293164394167201,290.5238095238095,228.95238095238096,373.57142857142856,2,13,12
1334,21,0.03293164394167201,222.76190476190476,200.52380952380952,334.23809523809524,11,2,11
1519,21,0.03293164394167201,278.76190476190476,191.76190476190476,382.0,11,11,1
1737,21,0.03293164394167201,337.76190476190476,152.76190476190476,362.0,11,11,1
1056,21,0.03293164394167201,162.38095238095238,249.9047619047619,343.5238095238095,11,11,2
1041,21,0.03293164394167201,162.0952380952381,52.857142857142854,342.0952380952381,10,10,2
1489,21,0.03293164394167201,262.3809523809524,239.66666666666666,373.7142857142857,10,3,10
1697,21,0.03293164394167201,321.23809523809524,259.4761904761905,373.76190476190476,11,2,11
1491,21,0.03293164394167201,263.23809523809524,259.23809523809524,355.2857142857143,11,4,10
1038,21,0.03293164394167201,161.66666666666666,290.85714285714283,363.0,11,11,1
1680,21,0.03293164394167201,320.23809523809524,93.76190476190476,342.0,11,11,1
1030,21,0.03293164394167201,162.23809523809524,92.76190476190476,342.0,11,11,1
1522,21,0.03293164394167201,280.1904761904762,34.857142857142854,381.0,12,13,1
1816,21,0.03293164394167201,357.76190476190476,73.76190476190476,381.0,11,11,1
1008,21,0.03293164394167201,153.38095238095238,288.14285714285717,374.23809523809524,3,11,11
1664,21,0.03293164394167201,317.76190476190476,231.76190476190476,382.0,11,11,1
1658,21,0.03293164394167201,318.6190476190476,112.9047619047619,381.0,12,11,1
1616,21,0.03293164394167201,300.1904761904762,93.04761904761905,342.0,10,9,1
1532,21,0.03293164394167201,281.23809523809524,53.76190476190476,381.0,11,11,1
962,21,0.03293164394167201,144.8095238095238,239.85714285714286,335.0,12,4,11
